Project name, date added(YYYY-MM-DD), link to YML file
Jefferson Community Center compost,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Jefferson%20Community%20Center%20compost.yml
Jefferson Community Center edible landscape,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Jefferson%20Community%20Center%20edible%20landscape.yml
Kidney Tray,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Kidney%20Tray.yml
Kreg Jig,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Kreg%20Jig.yml
La Yuca rainwater 2014,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-La%20Yuca%20rainwater%202014.yml
La Yuca rainwater catchment 2012,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-La%20Yuca%20rainwater%20catchment%202012.yml
La Yuca schoolroom renovation,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-La%20Yuca%20schoolroom%20renovation.yml
La Yuca small scale renewable energy 2012,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-La%20Yuca%20small%20scale%20renewable%20energy%202012.yml
Las Malvinas botica popular ecoladrillo 2013,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Las%20Malvinas%20botica%20popular%20ecoladrillo%202013.yml
Laser Trip-wire shut-off for Delta Printer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laser%20Trip-wire%20shut-off%20for%20Delta%20Printer.yml
Laser trip-wire shutoff,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laser%20trip-wire%20shutoff.yml
Laurel Tree Charter School energy use visualization,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laurel%20Tree%20Charter%20School%20energy%20use%20visualization.yml
Laurel Tree Charter School human powered blender,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laurel%20Tree%20Charter%20School%20human%20powered%20blender.yml
Laurel Tree Charter School onderdonk's box,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laurel%20Tree%20Charter%20School%20onderdonk's%20box.yml
Laurel Tree Charter School ovenly inferno,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Laurel%20Tree%20Charter%20School%20ovenly%20inferno.yml
Leaf Press for Leaf Protein Concentrate,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Leaf%20Press%20for%20Leaf%20Protein%20Concentrate.yml
Lightweight Wrenches,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Lightweight%20Wrenches.yml
Limb Prosthetic,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Limb%20Prosthetic.yml
Load Carrier for labour,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Load%20Carrier%20for%20labour.yml
Locally manufactured thermostatic valve for water pasteurization,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Locally%20manufactured%20thermostatic%20valve%20for%20water%20pasteurization.yml
Low Profile Projector Ceiling Mount,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Low%20Profile%20Projector%20Ceiling%20Mount.yml
Low force snaps for easy assemblydis-assembly of mating parts,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Low%20force%20snaps%20for%20easy%20assemblydis-assembly%20of%20mating%20parts.yml
MY4777 Athena Printer Modifications by Cikaub,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-MY4777%20Athena%20Printer%20Modifications%20by%20Cikaub.yml
Make your own Honey Cow (Top Bar Bee Hive),2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Make%20your%20own%20Honey%20Cow%20(Top%20Bar%20Bee%20Hive).yml
Manual Centrifuge Apparatus,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Manual%20Centrifuge%20Apparatus.yml
Manual Rotating Pea Sheller,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Manual%20Rotating%20Pea%20Sheller.yml
Mattole Community Center rainwater catchment,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Mattole%20Community%20Center%20rainwater%20catchment.yml
Measuring DC electrical energy production from micro-renewables,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Measuring%20DC%20electrical%20energy%20production%20from%20micro-renewables.yml
Measuring cup,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Measuring%20cup.yml
Medical Tweezers,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Medical%20Tweezers.yml
Micro-Turbines for Water Power,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Micro-Turbines%20for%20Water%20Power.yml
Micro-turbine for water power,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Micro-turbine%20for%20water%20power.yml
Micro Lathe,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Micro%20Lathe.yml
Micro water turbine,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Micro%20water%20turbine.yml
Mineral Sifter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Mineral%20Sifter.yml
Minnow Trap,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Minnow%20Trap.yml
Mirco Lathe,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Mirco%20Lathe.yml
Mobilization Wedge,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Mobilization%20Wedge.yml
Modified Spork Design,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modified%20Spork%20Design.yml
Modified cap for turning two-liter bottle into sharps disposal container,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modified%20cap%20for%20turning%20two-liter%20bottle%20into%20sharps%20disposal%20container.yml
Modular Coral Regrowth Post,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modular%20Coral%20Regrowth%20Post.yml
Modular PC104 Case,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modular%20PC104%20Case.yml
Modular Peg Board,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modular%20Peg%20Board.yml
Modular hand held arm with Backsaver grip attachment,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modular%20hand%20held%20arm%20with%20Backsaver%20grip%20attachment.yml
Modular hand held arm with Backsaver grip attachment and Leaf Claws,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Modular%20hand%20held%20arm%20with%20Backsaver%20grip%20attachment%20and%20Leaf%20Claws.yml
Momentum Fire Starter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Momentum%20Fire%20Starter.yml
Monochromator,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Monochromator.yml
Multimeter Negative Probe Holder,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Multimeter%20Negative%20Probe%20Holder.yml
Neck Immobilizer for Trauma,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Neck%20Immobilizer%20for%20Trauma.yml
Newspaper Briquette Maker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Newspaper%20Briquette%20Maker.yml
Newspaper briquet maker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Newspaper%20briquet%20maker.yml
Non-drive side crank,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Non-drive%20side%20crank.yml
Non-electric Megaphone,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Non-electric%20Megaphone.yml
Nut Cracker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Nut%20Cracker.yml
OSAT-Protractor,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT-Protractor.yml
OSAT 3D Printable Treadle Pump,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%203D%20Printable%20Treadle%20Pump.yml
OSAT 3D Printed Finger Splint,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%203D%20Printed%20Finger%20Splint.yml
OSAT 3D Printed Gravity Light,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%203D%20Printed%20Gravity%20Light.yml
OSAT 3D Printed Hand Pump,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%203D%20Printed%20Hand%20Pump.yml
OSAT Bike Pedal,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20Bike%20Pedal.yml
OSAT Bike Seat,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20Bike%20Seat.yml
OSAT Jump Rope Design,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20Jump%20Rope%20Design.yml
OSAT Wind Turbine,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20Wind%20Turbine.yml
OSAT project - Infantometer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20project%20-%20Infantometer.yml
OSAT toilet paper holder,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSAT%20toilet%20paper%20holder.yml
OSHE Growbot Motor Encoders,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSHE%20Growbot%20Motor%20Encoders.yml
OSHE Growbot Mounting Units,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSHE%20Growbot%20Mounting%20Units.yml
OSHE High Temperature 3D Printer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-OSHE%20High%20Temperature%203D%20Printer.yml
One Way Ratchet,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-One%20Way%20Ratchet.yml
Open-Source 3D Printed Surgical Retractors,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open-Source%203D%20Printed%20Surgical%20Retractors.yml
Open-Source Photometric System for Enzymatic Nitrate Quantification,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open-Source%20Photometric%20System%20for%20Enzymatic%20Nitrate%20Quantification.yml
Open-source 3-D Platform for Low-cost Scientific Instrument Ecosystem,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open-source%203-D%20Platform%20for%20Low-cost%20Scientific%20Instrument%20Ecosystem.yml
Open Source 3D printed water pump,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%203D%20printed%20water%20pump.yml
Open Source Bike Brake,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Bike%20Brake.yml
Open Source Fume Extractor,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Fume%20Extractor.yml
Open Source Monochromator,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Monochromator.yml
Open Source Pellet Extruder Tool Head for a Desktop 3D Printer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Pellet%20Extruder%20Tool%20Head%20for%20a%20Desktop%203D%20Printer.yml
Open Source Rope Pump Valve,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Rope%20Pump%20Valve.yml
Open Source Salt Spray Chamber,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Salt%20Spray%20Chamber.yml
Open Source Ultrasonic Whistle,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20Source%20Ultrasonic%20Whistle.yml
Open source hoe,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20source%20hoe.yml
Open sustainability,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Open%20sustainability.yml
PET Bottle Shredder,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-PET%20Bottle%20Shredder.yml
Parametric Vertical Storage,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Parametric%20Vertical%20Storage.yml
Parametric elbow splint,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Parametric%20elbow%20splint.yml
Parametric quick release buckles,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Parametric%20quick%20release%20buckles.yml
Peanut Mill,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Peanut%20Mill.yml
Pharmaceutical Bottle Caps,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pharmaceutical%20Bottle%20Caps.yml
Picohydro generator,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Picohydro%20generator.yml
Piezoelectric Energy Harvesting Shoe,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Piezoelectric%20Energy%20Harvesting%20Shoe.yml
Pinhole Bifocal Eyeglasses,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pinhole%20Bifocal%20Eyeglasses.yml
Pipe T-fitting,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pipe%20T-fitting.yml
Pipette Carousel,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pipette%20Carousel.yml
PiSpy, 2022-03-23,https://raw.githubusercontent.com/gpask/PiSpy/master/okh-PiSpy.yml
Pocket Wrench,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pocket%20Wrench.yml
Pointer Trowel,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pointer%20Trowel.yml
Potato Ricer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Potato%20Ricer.yml
Powder maker - Chilies and herbs,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Powder%20maker%20-%20Chilies%20and%20herbs.yml
Printable non-puncturing textile fastener,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Printable%20non-puncturing%20textile%20fastener.yml
Pruning hook,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pruning%20hook.yml
Pulleys,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Pulleys.yml
Rain Water Purification and Storage,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Rain%20Water%20Purification%20and%20Storage.yml
Rain chain,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Rain%20chain.yml
Rainwater Catchment J Gnarly,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Rainwater%20Catchment%20J%20Gnarly.yml
Rain water filterbottler,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Rain%20water%20filterbottler.yml
Ram Pump,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Ram%20Pump.yml
Raspberry Pi Control and Wireless Interface,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Raspberry%20Pi%20Control%20and%20Wireless%20Interface.yml
Recyclebot Cooling Fan Section,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Recyclebot%20Cooling%20Fan%20Section.yml
Recyclebot v5.0,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Recyclebot%20v5.0.yml
Recycled Concentrated Solar Heater,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Recycled%20Concentrated%20Solar%20Heater.yml
Redwood Coast Montessori chicken coop,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Redwood%20Coast%20Montessori%20chicken%20coop.yml
Redwood Coast Montessori climbing wall,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Redwood%20Coast%20Montessori%20climbing%20wall.yml
Reindeer Snaffle,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Reindeer%20Snaffle.yml
Safety Switch Cover,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Safety%20Switch%20Cover.yml
Sailing cam cleat,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Sailing%20cam%20cleat.yml
Saline Water Filter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Saline%20Water%20Filter.yml
Sample Rotator Mixer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Sample%20Rotator%20Mixer.yml
Screw driver,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Screw%20driver.yml
Scrub Brush,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Scrub%20Brush.yml
Seat,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Seat.yml
Seed Drill Punch,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Seed%20Drill%20Punch.yml
Seed Spreader  Salt Shaker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Seed%20Spreader%20%20Salt%20Shaker.yml
Seed sowing tool (3D printed),2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Seed%20sowing%20tool%20(3D%20printed).yml
Semi-Permanent Stake,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Semi-Permanent%20Stake.yml
Simple Forestry Densiometer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Simple%20Forestry%20Densiometer.yml
Smart Phone Adaptive Otoscope,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Smart%20Phone%20Adaptive%20Otoscope.yml
Snap Together Snow Shovel,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Snap%20Together%20Snow%20Shovel.yml
Snap together shovel,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Snap%20together%20shovel.yml
Snow shoes,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Snow%20shoes.yml
Spoke wrench,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Spoke%20wrench.yml
Spoon Fork Knife,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Spoon%20Fork%20Knife.yml
Spoon Multi-tool,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Spoon%20Multi-tool.yml
Sprinkler Head,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Sprinkler%20Head.yml
Starter Handle,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Starter%20Handle.yml
Stethoscope (Monaural),2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Stethoscope%20(Monaural).yml
Stethoscope,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Stethoscope.yml
Stethoscope upgrade,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Stethoscope%20upgrade.yml
Straw Filter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Straw%20Filter.yml
Surgical Retractor Complex,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Surgical%20Retractor%20Complex.yml
Surgical retractors really complex,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Surgical%20retractors%20really%20complex.yml
Table Saw Fence Push Stick,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Table%20Saw%20Fence%20Push%20Stick.yml
Talbot Type Water Tap,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Talbot%20Type%20Water%20Tap.yml
Tent Stake Pierson,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Tent%20Stake%20Pierson.yml
Tent Vertex Joint,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Tent%20Vertex%20Joint.yml
Thermometer Jar Unicef Supply Catologue,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Thermometer%20Jar%20Unicef%20Supply%20Catologue.yml
Thumb Spike,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Thumb%20Spike.yml
Toilet Paper Holder,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Toilet%20Paper%20Holder.yml
Tool-Free Tile Leveling System,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Tool-Free%20Tile%20Leveling%20System.yml
Tools To Measure Children's Height,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Tools%20To%20Measure%20Children's%20Height.yml
Ultimate Snow Scraper,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Ultimate%20Snow%20Scraper.yml
Umbilical Cord Clamp,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Umbilical%20Cord%20Clamp.yml
Umbilical Cord Clip,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Umbilical%20Cord%20Clip.yml
Universal handguards,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Universal%20handguards.yml
Updated Forestry Densiometer (Smartphone Capable),2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Updated%20Forestry%20Densiometer%20(Smartphone%20Capable).yml
Update to Changeable Garden Tool Heads,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Update%20to%20Changeable%20Garden%20Tool%20Heads.yml
Urine Diverter for Composting Toilet,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Urine%20Diverter%20for%20Composting%20Toilet.yml
Use Li-ion Batteries Instead of Alkaline,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Use%20Li-ion%20Batteries%20Instead%20of%20Alkaline.yml
Variable Sifter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Variable%20Sifter.yml
Walnut Cracker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Walnut%20Cracker.yml
Water Dew Collector,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Water%20Dew%20Collector.yml
Water bottle filter,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Water%20bottle%20filter.yml
Water bottle stripper,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Water%20bottle%20stripper.yml
Water bottle to sippy cup converter cap,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Water%20bottle%20to%20sippy%20cup%20converter%20cap.yml
Weighing scalesmass balance,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Weighing%20scalesmass%20balance.yml
Welder Plug Cover,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Welder%20Plug%20Cover.yml
Wild Berry Scoop Picker,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Wild%20Berry%20Scoop%20Picker.yml
Wire Sensor Holder,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Wire%20Sensor%20Holder.yml
Wood Planer,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Wood%20Planer.yml
Yamaha Quick Fastener,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Yamaha%20Quick%20Fastener.yml
Zero-electricity refrigerator,2020-03-26,https://openknowhow.appropedia.org/manifests/okh-Zero-electricity%20refrigerator.yml
OpenFlexure Simple Illumination,2020-10-16,https://gitlab.com/openflexure/openflexure-simple-illumination/-/raw/master/okh.yml
Braille Signage Generator,2021-06-23,https://7bindustries.com/static/braille-signage-generator/okh.yml
Field Ready WA014_11mm,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA014_11mm.yml
Field Ready WA014_13mm,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA014_13mm.yml
Field Ready WA014_16mm,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA014_16mm.yml
Field Ready WA014_20mm,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA014_20mm.yml
Field Ready HL038,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL038.yml
Field Ready WA007,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA007.yml
Field Ready WA004,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA004.yml
Field Ready GN012,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN012.yml
Field Ready HL024,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL024.yml
Field Ready CP002,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-CP002.yml
Field Ready EE004,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-EE004.yml
Field Ready HL022,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL022.yml
Field Ready HL017,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL017.yml
Field Ready NU006,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-NU006.yml
Field Ready GN010,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN010.yml
Field Ready HL034,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL034.yml
Field Ready EE001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-EE001.yml
Field Ready GN019,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN019.yml
Field Ready HL007,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL007.yml
Field Ready GN018,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN018.yml
Field Ready GN009_Small,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN009_Small.yml
Field Ready GN009_Large,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN009_Large.yml
Field Ready HL020,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL020.yml
Field Ready PR001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-PR001.yml
Field Ready DR002,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DR002.yml
Field Ready HL008,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL008.yml
Field Ready GN020,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN020.yml
Field Ready HL015,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL015.yml
Field Ready HL035,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL035.yml
Field Ready HL036,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL036.yml
Field Ready HL005,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL005.yml
Field Ready DS012,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS012.yml
Field Ready SS005,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-SS005.yml
Field Ready HL026,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL026.yml
Field Ready DS007,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS007.yml
Field Ready HL019,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL019.yml
Field Ready HL032,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL032.yml
Field Ready HL021,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL021.yml
Field Ready WA005,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA005.yml
Field Ready WA001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA001.yml
Field Ready SS003,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-SS003.yml
Field Ready SS004,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-SS004.yml
Field Ready GN011,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN011.yml
Field Ready HL039,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL039.yml
Field Ready HL044,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL044.yml
Field Ready HL042,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL042.yml
Field Ready HL040,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL040.yml
Field Ready HL041,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL041.yml
Field Ready HL043,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL043.yml
Field Ready HL045,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL045.yml
Field Ready HL009,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL009.yml
Field Ready HL003,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL003.yml
Field Ready WA013,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA013.yml
Field Ready HL016,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL016.yml
Field Ready HL037,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL037.yml
Field Ready DS011,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS011.yml
Field Ready WA016,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA016.yml
Field Ready HL028,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL028.yml
Field Ready HL012,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL012.yml
Field Ready HL025,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL025.yml
Field Ready HL029,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL029.yml
Field Ready HL030,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL030.yml
Field Ready HL006,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL006.yml
Field Ready HL002,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL002.yml
